,EE Provider ID,EE UID,Client Unique ID,Client ID,Client Age at Entry,Client Age at Exit,Client Gender,Client Primary Race,Client Ethnicity,Client Veteran Status
356,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),704495,ljrm01221972l553j635,168456,43.0,43.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
357,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),704496,dlom09111992d250l300,216474,23.0,23.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
361,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),705118,wcam12141957w360c462,175495,57.0,58.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
364,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),705400,tcrm07061961t520c640,370512,54.0,54.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
365,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),705401,rmmm07181964r543m254,106968,51.0,51.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
366,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),705402,bknm11131982b650k520,204335,32.0,33.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
368,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),705404,celf02021990c636e430,328081,25.0,25.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
371,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),705912,bmrm07211980b650m642,175598,35.0,35.0,Male,White (HUD),Hispanic/Latino (HUD),No (HUD)
372,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),706434,cbkm09081993c623b260,313697,22.0,22.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
373,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),706435,kbem12171968k530b660,249417,46.0,46.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
375,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),706437,ddnm03181960d130d542,196082,55.0,55.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
383,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),706446,dsof01191967d500s300,162677,48.0,48.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
384,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),706447,bblf04271965b616b400,164357,50.0,50.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
388,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),707115,jwom01021971j650w350,396254,44.0,44.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
389,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),707686,kcsm04041985k600c240,415104,30.0,30.0,Male,Black or African American (HUD),Hispanic/Latino (HUD),No (HUD)
391,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),707688,tdrm06101963t500d650,415102,52.0,52.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
394,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),707691,pmkm09061955p620m200,164121,60.0,60.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
395,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),707692,dlwm02141959d452l200,415099,56.0,56.0,Male,American Indian or Alaska Native (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
397,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),707695,mlof05041956m630l500,415101,59.0,59.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
398,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),707697,tsif05091989t620s162,415098,26.0,26.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
399,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),707698,awif04251963a500w314,415100,52.0,52.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
403,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),708114,rjnm10021952r500j520,16664,63.0,63.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
405,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),708116,dhmm10141970d640h543,175854,45.0,45.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
412,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),708123,hwlf09121997h500w425,415249,18.0,18.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
415,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),708126,dmof01081989d600m600,217775,26.0,26.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
417,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),708507,sjhm07291977s500j525,214194,38.0,38.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
418,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),708508,anzf07291979a134n230,415332,36.0,36.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
419,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),708510,ebrf08031984e620b610,415333,31.0,31.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
420,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),708511,jbrm08041975j400b630,415334,40.0,40.0,Male,Black or African American (HUD),Hispanic/Latino (HUD),No (HUD)
421,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),709344,mlnm06191979m300l520,329213,36.0,36.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
422,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),709345,jstm12281977j520s350,415632,37.0,37.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
423,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),709346,gwlm12011985g626w452,415631,29.0,29.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
424,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),709347,jgrm07061965j520g630,378131,50.0,50.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
426,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),709790,jdpm04091963j520d160,171435,52.0,52.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
428,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),709798,hmgf05301993h360m263,415733,22.0,22.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
430,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),709955,jalm07251989j440a450,415735,26.0,26.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
434,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),710173,ambm12271985a530m216,387299,29.0,29.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
435,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),710175,hram12301981h630r300,415852,33.0,33.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
438,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),710182,jcef07181977j530c200,206445,38.0,38.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
439,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),710183,btof01111960b453t512,95125,55.0,55.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
440,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),710224,jtom07181949j520t512,317063,66.0,66.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
441,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),710273,jmrm06091976j655m610,415901,39.0,39.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Data not collected (HUD)
442,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),710278,ccom04091984c413c636,202759,31.0,31.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
443,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),710279,tlim04171977t520l500,322997,38.0,38.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
444,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),710284,aeam03251964a636e152,108806,51.0,51.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
445,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),710528,dwlm02261966d620w425,415993,49.0,49.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
450,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),710907,ssaf02051970s600s610,176580,45.0,45.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
452,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),711184,wrbm10211964w450r152,275268,51.0,51.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
454,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),711188,krim03281959k530r500,415734,56.0,56.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
455,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),711189,klwm12181960k530l200,415103,54.0,55.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
456,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),711639,mvum01031961m240v250,416284,54.0,55.0,Male,White (HUD),Hispanic/Latino (HUD),Yes (HUD)
466,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),711945,ldnm05281975l365d542,416394,40.0,40.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
467,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),711947,wfkm02221946w400f220,416395,69.0,69.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
468,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),711948,mbwm01041968m240b260,373728,47.0,47.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
471,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),711952,loef04281965l200o253,258810,50.0,50.0,Female,American Indian or Alaska Native (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
472,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),712095,kcof11271985k365c626,158745,29.0,29.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
473,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),712130,cjhf03101990c420j525,416285,25.0,25.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
476,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),712340,jetm12121953j520e350,115069,61.0,61.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
477,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),712341,ssef06271979s553s655,416512,36.0,36.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
479,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),712394,adlm01161965a535d400,19712,50.0,50.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
480,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),712399,fslm07131967f652s415,231198,48.0,48.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
481,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),712410,dgtm12051964d130g360,185048,50.0,50.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
483,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),712434,nhxm09261974n242h231,370196,41.0,41.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
484,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),712692,dsom08081961d640s252,263061,54.0,54.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
485,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),712693,olpm07221961o320l125,200300,54.0,54.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
487,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),713526,awlm11271956a415w426,416682,58.0,59.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
488,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),713528,iorm07201953i200o165,217907,62.0,62.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
489,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),713531,acnm06051961a416c540,416771,54.0,54.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
490,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),713532,hshm01031949h616s160,368693,66.0,66.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
491,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),713544,reef10241961r120e500,416772,54.0,54.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
492,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),713677,cmdm03131956c642m232,213032,59.0,59.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
497,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),713961,mprm04091996m240p626,410155,19.0,19.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
499,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),713964,kwlf12291981k365w425,193888,33.0,34.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
500,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),713965,amlf05081997a420m420,416884,18.0,18.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
501,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),713966,spnf07311959s250p552,416885,56.0,56.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
502,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),714070,mbkm10161974m240b260,193887,41.0,41.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
503,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),714253,dlwm10161959d543l200,290465,56.0,56.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
505,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),714292,ltrm02081993l000t616,355355,22.0,22.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
506,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),714316,dbim03071994d250b623,416982,21.0,21.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
507,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),715037,egim05071972e652g623,1616,43.0,43.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
509,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),715039,jgem09081952j500g620,385858,63.0,63.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
512,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),715390,wmlm05081987w450m245,417264,28.0,28.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
513,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),715391,rsem02281973r163s530,417265,42.0,42.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
514,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),715392,lwlm09061958l165w426,311656,57.0,57.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
516,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),715394,mfsm08291949m415f260,417266,66.0,67.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
517,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),715396,csif06101952c240s530,383778,63.0,63.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
519,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),715454,dfaf03221977d160f236,158986,38.0,38.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
520,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),715779,jsom10021989j150s314,284153,26.0,26.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
522,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),716341,aryf08171992a200r236,417533,23.0,23.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
523,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),716841,hmrm05241966h654m642,160297,49.0,49.0,Male,White (HUD),Hispanic/Latino (HUD),No (HUD)
527,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),716892,jsum05141964j500s620,417655,51.0,51.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
528,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),716903,wdsm02061982w450d220,417656,33.0,33.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
529,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),717752,mmcm05291961m643m240,276269,54.0,54.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
530,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),717758,dsem04111956d130s330,417781,59.0,59.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
534,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),717764,sbsf01171991s530b230,417779,24.0,24.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
535,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),717847,fplm12241960f420p456,111217,54.0,54.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
536,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),717872,rkrm04261963r163k610,397482,52.0,52.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
538,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),720095,jncm10311971j520n242,305161,44.0,44.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
539,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),720099,jbim12161966j520b400,418225,48.0,49.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
540,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),720103,sdom04191968s300d400,188395,47.0,47.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
545,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),720113,rbam08311967r163b634,411652,48.0,48.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
548,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),720118,cjnm08151975c623j525,416281,40.0,40.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
554,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),720124,khuf02041959k345h200,199086,56.0,56.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
556,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),720350,jsom12151964j500s350,397781,50.0,51.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
557,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),720402,ttom02231962t600t512,133362,53.0,53.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
558,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),720405,ae-m10301972a450e455,197232,43.0,43.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
560,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),720671,nlim05241972n242l250,418367,43.0,43.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
561,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),720672,dglm04101974d500g420,418365,41.0,41.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
562,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),720673,rlcm04081984r543l200,317847,31.0,31.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
563,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),720674,epim04231994e620p652,418362,21.0,21.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
565,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),720677,jsim02191975j520s530,19938,40.0,40.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
566,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),720680,ajnf05241965a524j520,128245,50.0,50.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
567,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),720683,rtyf02271965r150t460,418366,50.0,50.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
570,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),720857,apof10091963a530p400,167253,46.0,46.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
572,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),721219,jmlm11191974j210m450,377166,41.0,41.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
573,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),721220,dcnm03201985d562c560,303935,30.0,30.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
575,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),721222,kmrm01251953k300m625,177647,62.0,63.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
576,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),721223,ahrm05121956a365h630,149513,59.0,59.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
577,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),721226,fwlf12301976f652w400,418462,38.0,38.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
587,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),722732,whnm02081953w400h560,2142,62.0,62.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
596,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),722757,rjmf01151967r250j520,418774,48.0,49.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
600,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),722839,mbam06241987m300b620,260147,28.0,28.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
601,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),722842,pfrf04051965p362f655,375265,50.0,50.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
610,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),722876,fabm04061963f652a412,360883,52.0,52.0,Male,White (HUD),Hispanic/Latino (HUD),No (HUD)
620,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),723219,jhlm11161971j520h400,418876,44.0,44.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
622,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),723222,jepm12071988j250e120,158747,27.0,27.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
624,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),723225,dtom01281977d552t512,418877,38.0,38.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
625,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),723226,ramm06201990r254a652,177283,25.0,25.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
629,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),723655,omsm11061980o562m250,418970,35.0,35.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
630,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),723656,rwim10011963r163w300,381092,52.0,52.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
632,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),723658,tcef03291980t500c200,401581,35.0,35.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
634,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),724911,jsnm12021993j150s536,374838,22.0,22.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
635,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),724912,cwlm04291984c413w445,400956,31.0,31.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
636,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),724913,lrym12151961l200r200,419122,54.0,54.0,Male,White (HUD),Hispanic/Latino (HUD),No (HUD)
640,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),724921,dmrm06291963d130m635,66668,52.0,52.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
642,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),724923,jftm05101993j500f364,419119,22.0,22.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
643,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),724924,hmlm09131993h640m420,419120,22.0,22.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
